,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,address,municipality,latitude,longitude,distance,description,priceByArea,hasPlan,floor,district,hasLift,parkingSpace_included_in_listing,floor_grouped,municipality_grouped
42,17,747.0,flat,96.0,True,3 or more,2,Calle pino canario,Navalcarnero,40.29851,-3.97635,26611,"Viviendas protegidas de alquiler con opción a compra VPPAOC. De nueva ocupación, construidas en 2019. Están situadas en la calle Pino Canario Nº 3 de Navalcarnero, en un barrio moderno y con todos los servicios. Disponemos de una vivienda: 3 dormitorios, 2 baños, salón, cocina amueblada completa, 2 plazas de garaje y 1 trastero. Precio de alquiler: 790€ mes IVA incluido  Precio final de compra: 242.668, 25€ sin IVA. Todas las viviendas cumplen B de calificación energética.  El alquiler tendrá una duración de 5 años, pasado dicho periodo se podrá ejecutar la opción de compra. A los precios de compra se deducirá el 50% de las cantidades pagadas durante el arrendamiento en concepto de renta (SIN IVA). El IVA de aplicación actualmente es el 10%, en caso de variación se aplicará el tipo de IVA vigente al devengo de cada una de las entregas del precio. Para más información contacte con nosotros.",7.78125,True,1,La Dehesa - El Pinar,True,True,1,Other
44,16,640.0,studio,35.0,True,0,1,Calle Calcio,Madrid,40.35301,-3.68116,7324,"Nuevo curso, nuevo hogar ¡con hasta 1 MES GRATIS y SIN COMISIÓN DE AGENCIA en tu alquiler!  Amplio y luminoso estudio ¡Listo para entrar a vivir!  *Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efectos con carácter retroactivo, viniendo obligado a devolver los importes mensuales de la promoción que se haya beneficiado  ¡ALTA DE SUMINISTROS GRATIS! Disfruta de tu hogar desde el primer momento, Testa Home te ayuda en la gestión del alta de suministros de manera gratuita, con lo que podrás ahorrar hasta 335 € por el alta de la luz y el gas. *Para una vivienda con gasto promedio de 4,4 KWh   Vivienda sin amueblar y en perfecto estado de alquiler. Cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas. Baño con mueble y mampara. Suelos de tarima y armarios empotrados. Plaza de garaje y trastero incluidos en el precio. Urbanización privada con servicio de portería, amplias zonas comunes, piscina exterior y zona deportiva. La urbanización se encuentra muy bien comunicada con el metro cruce Villaverde, la autovía de Andalucía y la E-5, y está dotada de todo tipo de servicios y comercios. ¡SÓLO SE PIDE 1 MES DE FIANZA Y ¡SIN COMISIÓN DE AGENCIA! No pagas los gastos de comunidad durante los primeros 3 años e IBI durante los primeros 2 años. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada.   Las promociones de bienvenida de cada edificio se aplicarán en la promoción para todas las reservas firmadas desde el 01/09/2022 y los contratos firmados hasta el 30/09/2022. A partir del 30/09/2022 la promoción puede estar sujeta a cambios en la bonificación de bienvenida. Excepto selección de viviendas de VPO. Esta promoción no es acumulable con otras campañas y promociones. *Viviendas no amuebladas.",18.285714285714285,False,1,Villaverde,True,True,1,Madrid
46,20,750.0,flat,30.0,False,1,1,Calle del Alcalde Sainz de Baranda,Madrid,40.41473,-3.67817,2133,"-ZONA IBIZA- Piso reformado de 30m², amueblado y para entrar a vivir. La vivienda consta de salón, un dormitorio con armario, un cuarto de baño con plato de ducha y cocina integrada, amueblada, equipada con electrodomésticos y acceso a terraza. Suelos",25.0,False,-1,Retiro,True,False,0,Madrid
47,20,750.0,flat,70.0,True,2,1,"Calle San Vidal, 43",Alcalá de Henares,40.47309,-3.37223,28703,"AG propiedades alquila vivienda Zona de la RINCONADA de dos dormitorios con baño AMUEBLADO con electrodomésticos, en edifico tranquilo. El piso es totalmente exterior (muy luminoso), bien comunicado y comercios en la zona. Cocina amueblada y equipada, 2 dormitorios (el principal con armario empotrado, 1 baño (con bañera)los gastos de comunidad incluidos. incluye PLAZA DE GARAJE, con cocina amueblada y equipada la vivienda tiene tendedero amplias estancias excelente ubicación.  Muy luminoso, bien comunicado y comercios en la zona.  Edificio tranquilo con ascensor. Muy buena ubicación, cercana a comercios, transporte, colegios etc.",10.714285714285714,False,2,Reyes Católicos,True,True,2,Other
48,12,625.0,flat,52.0,True,2,1,"Calle Hospìtal, 2",El Escorial,40.58395,-4.12804,40445,"Alquilamos esta vivienda en el centro del Escorial.  Dispone de: -Cocina -Salón -Dos Dormitorios -Cuarto de baño Destaca por su distribución, no tiene pasillo por lo que el aprovechamiento de la vivienda es absoluto.  La ubicación es fantástica, en el centro de el Escorial, muy cerca de la estación de cercanías, rodeado de supermercados, comercios y establecimientos de hostelería y ocio. Consulte las condiciones.",12.01923076923077,False,2,Centro,False,False,2,Other
49,9,700.0,studio,40.0,True,0,1,Plaza de Santa Bárbara,Madrid,40.42767,-3.69442,1431,"Se alquila vivienda de 40m2 en la calle Santa Barbara, en el barrio de Malasaña, a escasos metros de la calle Fuencarral y de la Gran vía. Se trata de una tercera planta con ascensor, completamente equipada, exterior y muy luminoso. 2 ventanas a la calle. Perfil de los inquilinos puede ser estudiante o trabajador: Estudiantes: deben aportar aval de los padres. Trabajadores: 3 últimas nóminas, contrato de trabajo y vida laboral CONDICIONES DE ALQUILER: 1 MES DE FIANZA + 1 MES EN CURSO + 1 MES DE HONORARIOS DE AGENCIA + IVA.",17.5,False,3,Centro,True,False,3,Madrid
50,28,750.0,studio,40.0,True,0,1,"Aldea del fresno, 29",Madrid,40.39511,-3.69983,2417,"Estupendo inmueble en chopera con todas las prestaciones tanto como vivienda o despacho profesional. Para visitas y consultas, por favor contacte por telefono con la agencia inmobiliaria myr delicias.",18.75,False,0.5,Arganzuela,True,False,0.5,Madrid
51,18,650.0,flat,35.0,False,1,1,Carrera de San Francisco,Madrid,40.41035,-3.71354,1121,"DISPONIBLE PARA EL 1 DE OCTUBRE. Se alquila coqueto piso de 35 metros cuadrados distribuidos en: 1 dormitorio con armario, salón-cocina, cuarto de baño con plato ducha, totalmente equipado con electrodomésticos y piso amueblado.   Incluye el agua en el precio de alquiler.  La vivienda se encuentra a 200mts de varias estaciones de metros 5 de la latina y puerto de toledo, con todos los servicios de transportes, comercios y ocio. REQUISITOS. Contrato de trabajo indefinido, si es temporal con avalista, vida laboral o las 3 últimas nóminas. Si es autónomo las últimas declaraciones de la renta, DNI. 1 mes de Fianza, el mes en curso y 1 mes de agencia.",18.571428571428573,False,2,Centro,True,False,2,Madrid
52,24,720.0,flat,70.0,True,3 or more,1,Chorrillo,Alcalá de Henares,40.48951,-3.37289,29099,"Alquiler de vivienda amueblada, junto al Instituto Antoni Machado. Zona muy bien comunicada con bus urbano, Continental y Renfe.  Segunda planta sin ascensor, totalmente exterior, con trastero incluido en el precio.  La vivienda consta de tres dormitorios, salón con terraza, baño completo con ventana y cocina amueblada y equipada con electrodomésticos.  Suelos de terraza, ventanas de aluminio, calefacción mediante radiador eléctrico y termo para el agua caliente.  No se admiten mascotas.  Se requiere solvencia económica por tramitar seguro.      .",10.285714285714286,False,2,Chorrillo,False,False,2,Other
54,28,699.0,flat,52.0,True,1,1,"Calle Trole, 9",Madrid,40.38098,-3.63385,7092,"Piso de 1 dormitorio en Palomeras Sureste.  Vivienda de 1 dormitorio y 1 baño no amueblada, muy luminosa, con cocina amueblada y semi-equipada de electrodomésticos, situada en urbanización cerrada con piscina, gimnasio, sala comunitaria y vigilancia 24 horas. REQUISITOS *1 mes de fianza. *Seguro de impago. *A la firma de contrato se solicitará un seguro de vivienda. *Aportación de 3 últimas nóminas o similar para acreditar ratio de solvencia. El Ensanche de Vallecas está delimitado al este por la A-3, al norte por el casco antiguo de la Villa de Vallecas y Santa Eugenia, al sur por la autopista de circunvalación M-50, y al oeste por los territorios que conformará el futuro PAU de Valdecarros. En las inmediaciones podemos encontrar infinidad de Colegios públicos como el E. I. Rayuela, el E. I. Los sobrinos del Capitán Grant, el E. I. La Revoltosa, el C. E. I. P. Agustín Rodrígez Sahagún, el C. E. I. P. Loyola de Palacio, el C. E. I. P. José de Echegaray. También cuenta con colegios concertados como El Colegio Gredos San Diego, el Colegio Torrevilano y El Colegio Stella Maris La Gavia. **La publicación puede no coincidir exactamente con la disponibilidad actual**.",13.442307692307692,False,3,Puente de Vallecas,True,False,3,Madrid
56,15,750.0,flat,65.0,True,2,1,Calle del Alcalde Saturnino del Yerro Alonso,Leganés,40.3173,-3.78587,13081,"Precioso bajo con patio de obra semi-nueva en Leganés, compuesta por 2 dormitorios completos con armarios empotrados, baño, cocina amueblada y equipada, salón, patio de 15 metros, aire acondicionado y calefacción de gas natural, plaza de garaje incluida en el precio, urbanización con piscina. No se admiten mascotas. Gastos de comunidad incluidos.",11.538461538461538,False,unknown,Valdepelayo - Montepinos - Arroyo Culebro,True,True,unknown,Other
57,10,695.0,flat,65.0,True,2,1,Calle del Duero,Coslada,40.4267,-3.5395,13904,"Piso de 65m2, 2 dormitorios, salón independiente con acceso a terraza, cocina amueblada y equipada, 1 baño, calefacción individual eléctrica, suelos de tarima, exterior y amueblado. Gastos de comunidad y agua incluidos en el precio de la renta. Finca con ascensor. Todos los accesos a 50m, farmacia, comisaria, línea de autobuses, supermercados, metro. Animales a consultar.",10.692307692307692,False,unknown,Valleaguado - La Cañada,True,False,unknown,Other
58,20,750.0,flat,78.0,True,2,2,Calle Marte,Torrejón de Ardoz,40.44294,-3.47283,19719,"Poso de 75m2, 2 dormitorios, salón independiente, cocina amueblada y equipada, 2 baños uno de ellos en suite, calefacción individual de gas natural, aire acondicionado, armarios empotrados, suelos de tarima, exterior y amueblado. Gastos de comunidad y plaza de garaje incluidos en el precio. Finca con ascensor, jardines, piscina, portería.",9.615384615384615,False,unknown,Suroeste,True,True,unknown,Other
59,18,620.0,flat,60.0,True,2,1,Calle de Juan Peñalver,Madrid,40.34527,-3.71267,7981,"Piso de 60m2, dispone de 2 dormitorios, salón, cocina amueblada y equipada, 1 baño completo y calefacción individual. Piso exterior muy luminoso y semiamueblado (se retiran camas). Situado en zona comercial con todos los servicios, a 8 minutos andando de la estación de Metro y Renfe ""Villaverde Alto"" (L3), (C4 Y C5), y autobuses de EMT 22 y T41. Gastos de comunidad incluidos en el precio. Animales a consultar.",10.333333333333334,False,unknown,Villaverde,False,False,unknown,Madrid
60,13,500.0,studio,28.0,False,0,1,Calle Buenavista,Madrid,40.41075,-3.69858,769,"A escasos metros de la Plaza de Lavapiés, muy cerca de la Estación de Atocha y a sólo 10 minutos a pie de la Puerta del Sol, se alquila un estudio en perfecto estado. Ubicado en una típica corrala del siglo pasado, perfectamente rehabilitada. Se distribuye en: salón-dormitorio, cocina americana y cuarto de baño. Vivienda completamente amueblada. Cuenta con dos camas individuales, amplio armario empotrado y sofá-cama. Dispone de un gran y espacioso maletero. Se solicita: contrato de trabajo y tres últimas nóminas. Mes corriente, mes de fianza y mes de agencia. Zona con una amplísima oferta cultural, comercial y de ocio. ¡VIVE Y SIENTE EL CENTRO POR MUY POCO!",17.857142857142858,False,1,Centro,False,False,1,Madrid
61,8,550.0,flat,38.0,True,1,1,Plaza de la Azucena,Leganés,40.32927,-3.76245,10938,"Precioso loft reformado, totalmente amueblado, con cocina americana equipada con todos los electrodomésticos, armarios empotrados, recién pintado, con suelos de gres, en el centro de Leganés. Gastos de comunidad incluidos. Animales a consultar.",14.473684210526315,False,unknown,Centro,False,False,unknown,Other
62,23,750.0,flat,46.0,False,1,1,ERCILLA,Madrid,40.40343,-3.70242,1476,"DISPONIBLE EL 1 DE NOVIEMBRE DE 2022. Casas y Más alquila magnifico apartamento seminuevo en plena pasillo verde. Esta vivienda dispone de un dormitorio con armario empotrado amplio. No está completamente cerrado, pero la habitación es independiente. Amplio salón abierto a la cocina con dos grandes ventanales que hacen la casa muy luminosa.  El baño, con ducha, en perfecto estado. La vivienda tiene paredes lisas, tarima y aire acondicionado por conductos. Este piso se entrega vacío, excepto la cocina que se entrega amueblada y con todos los electrodomésticos.  No admite mascotas Si deseas visitarlo, no dudes en llamarme o enviarme un WhatsApp al 663010583 Rosa.",16.304347826086957,False,3,Arganzuela,True,False,3,Madrid
63,20,680.0,studio,55.0,True,0,1,Calle Francisco Villaespesa,Madrid,40.42716,-3.64461,5097,"Agencia inmobiliaria de MADRID zona LA ELIPA - Bº BILBAO - VENTAS Oficina Tecnocasa: EN ALQUILER: Estudio ubicado a 5 minutos de la parada de metro de la Elipa, línea 2, a 4 minutos de la parada de metro de Ascao y a 5 minutos de la parada de metro de Quintana, línea 5. Zona consolidada con todos los servicios, comercios, colegios, zonas verdes. Fácil acceso a M-30, A2, A3 y a 35 minutos andado del parque del retiro. Compuesto por un amplio salón, la cocina con isla y electrodomésticos y baño con plato de ducha, todo a estrenar. La vivienda está recién reformada y sin amueblar. No se admiten mascotas. Se solicita mes de agencia, mes en curso y un mes de fianza.",12.363636363636363,False,0,Ciudad Lineal,False,False,0,Madrid
66,22,700.0,flat,50.0,True,1,2,Calle La Mina,Camarma de Esteruelas,40.55404,-3.37001,32052,Valeshouse Inmobiliaria ofrece en alquiler,14.0,True,unknown,unknown,False,False,unknown,Other
67,13,750.0,duplex,35.0,True,1,1,Calle de González Soto,Madrid,40.39857,-3.66178,4047,"-NUMANCIA- Piso de 35 m², exterior, amueblado y para entrar a vivir. La vivienda consta de un dormitorio con armario empotrado, salón con cocina americana y un baño. El inmueble se encuentra cercano al Metro (linea 1). Rodeado de todo tipo de servicios",21.428571428571427,True,unknown,unknown,False,False,unknown,Madrid
