,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,distance,priceByArea,hasPlan,has360,hasVideo,description,hasLift,parkingSpace_included_in_listing,municipality,floor,floor_grouped,municipality_grouped
323,25,710.0,flat,69.0,True,3,1,28440,10.289855072463768,True,True,True,"PROMOCIÓN: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de septiembre. Y además, ¡sin comisiones de agencia!. Piso de 69 m² en alquiler de 3 dormitorios, ubicado en Alcalá de Henares, provincia de Madrid. La vivienda está bien comunicada, a 8 minutos de la estación de autobuses y próxima al acceso M-300. La zona dispone de variado equipamiento, centro de salud, instituto, parques, el Auditorio Municipal Paco de Lucía, farmacia, oficina bancaria y restaurantes. Construidos en 1970, esta vivienda tiene una superficie de 69 m² y se distribuye en salón-comedor, 3 dormitorios, cocina amueblada y equipada con horno, vitrocerámica y campana extractora y 1 baño, lista para convertirse en su próxima vivienda en alquiler. El edificio dispone de ascensor. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. Promoción válida para contratos firmados antes de 30 de septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",True,False,Alcalá de Henares,5.0,4,Other
324,27,560.0,studio,46.0,True,0,1,3786,12.173913043478262,True,True,True,"PROMOCIÓN: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de septiembre. Y además, ¡sin comisiones de agencia!. Piso en alquiler de 1 dormitorio en Madrid capital. Situado en el barrio de Numancia, en el distrito de Puente de Vallecas con todos los servicios, esta acogedora vivienda de segunda mano completamente reformada y 47 m² ofrece muy buena conexión tanto por transporte público (autobuses líneas 8, 113, la parada de metro Puente de Vallecas a 8 minutos caminando y la estación de tren a 20 minutos) como privado y fácil acceso a las carreteras M-30 y A-3. Cercana a colegios, organismos públicos, parques, centros deportivos, supermercados, cafeterías, centro de salud y farmacia. La vivienda se encuentra en la planta baja de un edificio construido en 1999. Tiene un superficie de 47 m² distribuidos en vestíbulo, salón-comedor-dormitorio, cocina y baño. La cocina está equipada con muebles altos y bajos, placa vitrocerámica, horno, campana extractora de humos y calentador. Tiene un armario empotrado. Además, su reciente renovación ha introducido en el piso calefacción mediante radiadores de aluminio y suelo tarima. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. Promoción válida para contratos firmados antes de 30 de septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",False,False,Madrid,0.0,0.0,Madrid
326,25,600.0,flat,42.0,True,1,1,18905,14.285714285714286,False,False,False,"Punto inmobiliario les ofrece este magnífico apartamento (antes local) en Torrejón de Ardoz, zona Las Fronteras. Vivienda de 42 m2 construidos, salón con cocina americana amueblada. Dormitorio principal con armario empotrado, baño completo con plato de ducha. La vivienda cuenta con estupendas calidades de construcción, ventanas de climalit oscilobatientes, paredes acabados en liso, calefacción eléctrica en salón de chimenea, carpintería interior en madera lacadas en blanco, suelos porcelánicos, armario empotrado en pasillo, puerta de entrada acorazada. La vivienda se encuentra cerca de todos los servicios de primera necesidad, centro médico, centros educativos públicos y privados, transportes urbanos e interurbanos, muy cerca de Renfe con gran oferta de ocio y restauración. La vivienda se queda sin muebles, cocina amueblada con horno, campana y vitrocerámica (NO tiene frigorífico, ni lavadora), todo a estrenar. No pasen la oportunidad de visitarlo.",False,False,Torrejón de Ardoz,0.0,0.0,Other
330,17,720.0,flat,44.0,True,1,1,3589,16.363636363636363,True,False,False,"! OPORTUNIDAD! REFORMADO! y ECONÓMICO! Semisótano ""reformado"" en Carabanchel.  Cerca de las estaciones de metro de Urgel y Carpetana.. . Distribuido en 1 habitación, cocina, salón y 1 baño. ! TODO INDEPENDIENTE! EXTERIOR Y REFORMADO! Bien situado en zona con los servicios necesarios: colegios, parques, comercios, parques, supermercados, centro de salud.",False,False,Madrid,-0.5,0.0,Madrid
331,12,750.0,flat,60.0,True,2,1,2591,12.5,False,False,False,"Piso de 60m2, consta de 2 dormitorios, salón comedor con acceso a terraza, cocina amueblada y equipada y 1 cuarto de baño completo. Cuenta con calefacción Individual de gas natural. Piso exterior y se entrega amueblado. Gastos de comunidad incluidos en el precio. Próximo a comercios y servicios. Estación de Metro más cercana Alto Extremadura (L6). Líneas de autobús más cercanas (138, N18 y 500) Animales a consultar.",False,False,Madrid,unknown,nan,Madrid
332,5,750.0,flat,42.0,False,1,1,2762,17.857142857142858,False,False,False,"Bonito piso de diseño, ubicado en cuarta planta con ascensor en una de las zonas más consolidadas de Madrid debido a su proximidad con Madrid Río. Distribuido en salón con cocina equipada (vitrocerámica, frigorífico con congelador y lavadora), dormitorio con armario empotrado y baño.  Además, dispone de calefacción y aire acondicionado.  No hay ningún inconveniente en que se conviva con alguna mascota en el piso, pero siempre, bajo la responsabilidad del/de la arrendatario/a en lo que respecta a los desperfectos que puedan ocasionarse.  Se encuentra muy bien comunicado, a 5 minutos caminando del metro Delicias (L3) en una zona con numerosos bancos, farmacias, tiendas, etc. Además, a 5 minutos caminando está el Matadero, Madrid Río, así como el centro comercial Plaza Río 2. Disponibles para entrar a vivir la segunda semana de octubre.",True,False,Madrid,4.0,4,Madrid
333,15,750.0,studio,90.0,True,0,1,7228,8.333333333333334,False,False,False,"Contacto Comercial Diego 617 27 65 51. Ofrecemos en exclusiva Loft en 4º planta con ascensor. Es ideal para aquellos que quieren un espacio amplio, con luz, excelente vista. El edificio tiene recepción, video cámara de vigilancia 24 horas, cuenta con tres ascensores, opción de aparcamiento, un amplio salón y comedor, cocina tipo americana, aire acondicionado y calefacción eléctrica Muy cerca de zonas verdes, residenciales, Zona de ocio y hoteles. Tiene una excelente comunicación al estar ubicado cerca a la calle Alcalá, a solo 7 minutos de la estación de metro de Suanzes y Torre Arias (Línea 5), parada de autobuses y excelente comunicación por carretera con acceso desde la M-30, M-40 y A-2.  Los datos expuestos son meramente orientativos y se encuentran sujetos a errores u omisiones involuntarias.",True,False,Madrid,4.0,4,Madrid
334,16,650.0,studio,45.0,False,0,1,3807,14.444444444444445,True,False,True,"Coqueto estudio con una superficie catastral de 45m2 y útiles aproximadamente de 27m2 en una zona muy tranquila del barrio de Prosperidad Preparado para entrar directamente a vivir, con 1 dormitorio en altura, WC con plato de ducha, salón cuadradito, cocina amueblada y electrodomésticos, Necesitaría actualización para mejorarlo. IBI 330€ La vivienda tiene una excelente ubicación y está muy bien comunicada. En barrio céntrico, con todo tipo de servicios y comercios en el entorno. Si deseas vivir en zona Av/ de América, a 100 metros de López de Hoyos, Cartagena, etc.. . y no tienes un gran presupuesto, ahora tienes la ocasión de conseguirlo. ALQUILER. 650€ /mes.  2 meses de fianza mas mes en curso. Gastos de luz, agua, internet, etc por cuenta de inquilino, Imprescindible demostrar solvencia. Contrato mínimo para un año. , ( NO TEMPORAL). PROXIMA VISITA PUERTAS ABIERTAS PARA EL SABADO 24 SEPTIEMBRE DE 12 HORAS A 13 HORAS.",True,False,Madrid,0.0,0.0,Madrid
335,21,650.0,flat,59.0,True,1,1,20637,11.016949152542374,False,False,True,"Maravilloso piso con piscina en Parla. Housfy Alquileres, alquila tu piso con los mejores expertos. Se alquila piso en Parla, perfecto para familias o parejas que busquen un lugar cómodo para su día a día. Construido en el año 2009 en Parla. Características: - Admirable piso de 59 m2 en El Nido-Las Fuentes. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Contamos con todas las comodidades posibles de 1 habitación y 1 baño. - Agradable salón amplio y luminoso, creando un precioso y único espacio. - Disfruta de la opción de armario empotrado. - Puerta de entrada de seguridad blindada. - El piso cuenta también con un práctico trastero. - Aire acondicionado y calefacción para todas las estaciones del año. - Con una adecuada cocina en muy buen estado y equipada con todo lo necesario. - Ascensor. - Exterior. - Además de un funcional jardín comunitario. - Esta vivienda cuenta con una zona deportiva. - Piscina comunitaria en la que podrás disfrutar del buen tiempo y de la tranquilidad de la zona con toda tu familia y amigos. - Dos meses de fianza más honorarios de agencia. Sobre la situación de este piso se sitúa en Parla. Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda alquilar la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.",True,False,Parla,2.0,2.0,Other
336,61,670.0,flat,75.0,True,2,1,27056,8.933333333333334,False,False,False,"¡ TODO LO QUE NECESITAS A UN PRECIO ASEQUIBLE! Podrás disfrutar de un alquiler de larga duración de una vivienda seminueva, soleada y muy luminosa, situada en recinto cerrado con piscina comunitaria, ascensor, plaza de garaje y cuarto trastero (incluidos en el precio). La vivienda se encuentra ubicada en una tranquila zona residencial con fácil acceso a la A3, con parada de bus en la puerta y numerosos servicios a su alrededor: parques y zonas infantiles, centros médicos y educativos, supermercados, líneas de autobuses urbanos e interurbanos, etc. Se distribuye en un coqueto salón comedor independiente, una amplia cocina equipada con electrodomésticos donde poder comer y cenar a diario, terraza tendedero, dos dormitorios y cuarto de baño completo. El sistema de calefacción es de gas natural y cuenta con a/a instalado en salón comedor. Carpintería interior de roble, carpintería exterior aluminio lacado cristal climalit, armarios empotrados en ambos dormitorios, pintura lisa, puerta blindada, etc. La vivienda se entrega amueblada y la cocina se entrega equipada con los electrodomésticos en acero inox. (frigorífico combi y lavadora, campana extractora, placa vitrocerámica y horno). Los gastos de comunidad están incluidos y los suministros de la vivienda (agua, gas y electricidad) se encuentran dados de alta. ¿A QUÉ ESTÁS ESPERANDO PARA VENIR A VERLO? ¡LLÁMANOS Y TE AMPLIAMOS INFORMACIÓN SIN COMPROMISO! *** La propiedad NO admite mascotas***IMPRESCINDIBLE APORTAR DOCUMENTACIÓN PARA REALIZAR ESTUDIO DE SOLVENCIA ECONÓMICA A EFECTOS DE CONTRATACIÓN SEGURO IMPAGO**** Condiciones económicas: mes corriente + un mes de fianza legal + un mes de depósito garantía adicional + honorarios servicios profesionales consistentes en una mensualidad de renta (más 21% iva).",True,True,Arganda,3.0,3.0,Other
338,16,650.0,flat,45.0,True,1,1,12383,14.444444444444445,True,False,False,"Promoción de 10 viviendas a 5 minutos de la Estación Central de Getafe y del ayuntamiento. Pisos de 1 y 2 dormitorios y áticos exclusivos en venta. Espectaculares áticos con terraza. Calefacción termo solar- que ahorra la luz que se consume.  Aire acondicionado-frio calor. Carpintería en blanco. Portero automático directo. Aluminio en color gris.  Gres imitación madera.  Exteriores muy luminosos. Cocina equipada con muebles, horno, vitro y campana. A elegir las de las cocinas de venta. Los baños van equipados con mamparas, espejo y armario. Ascensor. En los alquileres está incluida la comunidad. No se admiten animales. DISPONIBILIDAD PARA SEPTIEMBRE POSIBILIDAD DE GARAJE A CONSULTAR.",True,False,Getafe,2.0,2.0,Other
340,7,750.0,flat,32.0,True,1,1,5339,23.4375,False,False,False,"Apartamento exterior situado en una segunda planta con ascensor. Cuenta con un dormitorio y un baño. SE ALQUILA AMUEBLADO Está equipado con lavadora, horno, lavavajillas y frigorífico.  Tiene aire acondicionado y calefacción eléctrica.  Se encuentra ubicado en una zona tranquila  CONDICIONES DE ALQUILER: 1 MES DE FIANZA + 1 MES DE GARANTIA ADICIONAL + 1 MES EN CURSO + 1 MES DE HONORARIOS DE AGENCIA + IVA. Estudiantes: deben aportar aval de los padres. Trabajadores: 3 últimas nóminas, contrato de trabajo y vida laboral Encuentra más en.",True,False,Madrid,2.0,2.0,Madrid
341,19,725.0,flat,50.0,True,1,1,5564,14.5,True,True,True,"ALQUILER PROTEGIDO PONE A SU DISPOSICION EN EXCLUSIVA, MAGNIFICO ESTUDIO EN VALCEACERDERAS. Fantástico piso de una habitación, salón y cocina independiente y un baño, completamente reformado. NO SE ACEPTAN MASCOTAS. Situado a escasos metros de la Calle Bravo Murillo, con todos los servicios básicos como",False,False,Madrid,unknown,nan,Madrid
342,17,620.0,studio,20.0,False,0,1,1893,31.0,False,False,False,"Se alquila este coqueto estudio totalmente equipado y a solo 5 minutos de las estaciones de Atocha y Delicias, en pleno corazón de Madrid. Está completamente equipado con nevera, lavadora, horno/microondas, vitrocerámica y aire acondicionado con bomba de frío calor, tiene un gran armario empotrado y diversos espacios de almacenamiento tipo maletero. Las ventanas son climalit para aislar totalmente del ruido y de las temperaturas exteriores. Hay conserje en la portería durante el horario laboral y acceso por rampas hasta los 3 ascensores disponibles. Si quieres disfrutar de vivir sin compartir piso por un precio módico, este es tu sitio! Condiciones alquiler: 2 meses de fianza + 1 mes de agencia por gestión Copia DNI/NIE Copia 3 últimas nóminas Copia contrato de trabajo En caso de autónomos: Copia de la declaración de la renta Copia de las 3 ultimas declaraciones trimestrales.",True,False,Madrid,1.0,1.0,Madrid
345,17,680.0,flat,35.0,True,1,1,3308,19.428571428571427,False,False,False,"INMOMAYCO ALQUILA bonito piso de nueva construcción, compuesto por un salón, con cocina americana, totalmente amueblada y equipada, con un dormitorio independiente, en planta baja, en una zona espectacular, muy cerca del Parque San Isidro, Madrid Río y de la arteria principal de Carabanchel, calle Del General Ricardos. A tan sólo 4 min. de la parada de Metro Vía Carpetana (L6) y a 10 min. de la parada de Metro Urgel (L5). La vivienda está ubicada en una zona totalmente consolidada, con todo tipo de comercios: Supermercados (DÍA, Mercadona), colegios, centro de salud y con diversas líneas de autobuses. DISTRIBUCION DE LA VIVIENDA: * Salón-comedor con cocina amueblada y equipada con electrodomésticos (vitrocerámica, horno y campana). Posibilidad de poner lavadora, lavavajillas y frigorífico totalmente nuevos. * Un Dormitorio con armario empotrado. * Cuarto de baño completo con amplia ducha hidromasaje y mampara. CALIDADES DE LA VIVIENDA: - Vivienda con pintura lisa en todas las paredes y suelos de gres imitación tarima. - Puertas lacadas en blanco. - Ventanas monoblock climalit oscilobatientes con rotura de puente térmico. - Persianas motorizadas. - Calefacción eléctrica. - Puerta de seguridad. * CONDICIONES ECONOMICAS: - 680€/mes. - 1 mes de fianza. - 1 mes de honorarios de agencia + iva Muy buena oportunidad! Ven a verlo! Para concertar visitas, o solicitar más información, puedes llamarnos a los teléfonos: 648.23. 43.48 - 681.16. 14.59 - 910.546. 683 – Preguntar por Raquel. También atendemos whatsapp.",False,False,Madrid,0.0,0.0,Madrid
346,7,750.0,flat,87.0,True,3,1,12519,8.620689655172415,False,False,False,"COSLADA (LA ESPINILLA) PRECIOSO PISO 3 DORMITORIOS AMUEBLADO CARACTERÍSTICAS: 87 m2, 3 dormitorios, cocina amueblada con electrodomésticos y office, baño completo con terraza, 3 armarios empotrados. ASCENSOR. CALIDADES: suelos/gres, ventanas/ climalit, puertas/ roble, calefacción individual / gas natural, puerta entrada/acorazada. MUY BUENA ORIENTACION, AL LADO DE BUS, METRO Y RENFE. TIENE ALTURA DE PLANTA PRIMERA. ZONA: Ubicado en una zona con todo tipo de comercios y servicios a mano. Magnífica comunicación. Junto a varias líneas de autobús y muy cerca de la parada de metro (línea 7). Próximo a grandes vías de comunicación (M-45, M-40, M-21, A-2). COMERCIALIZA: 'Reylank Propiedades' es una empresa que desde su fundación hace más de 20 años está dedicada a la prestación de servicios de consultoría y mediación dentro del sector inmobiliario y financiero, trabajando día a día para ser mejores profesionales, ayudándole con todos los trámites necesarios. Nuestra amplia y sólida trayectoria y experiencia nos avalan. DISPONIBLE EL 3 OCTUBRE 2022. NO SE ACEPTAN MASCOTAS. VIVIENDA CON SEGURO DE PROTECCIÓN DE PAGOS AL ALQUILER. DÉJANOS TU TELÉFONO Y EMAIL DE CONTACTO. TE RESPONDEMOS INDICANDO LAS CONDICIONES.",True,False,Coslada,0.0,0.0,Other
351,28,600.0,flat,75.0,True,3,1,28756,8.0,True,True,True,"SE ALQUILA HABITACÓN JUNTO A FACULTAD DE ECONÓMICAS. ALQUILER PISO SOLO PARA ESTUDIANTES, NO FAMILIAS Y NO TRABAJADORES. SE SOLICITA MATRICULA UNIVERSIDAD. CONTACTAR POR MENSAJE ( No se atiende teléfono)  (200 € por habitación)( gastos no incluidos) Piso 3 dormitorios ( completamente amueblados) Cocina amueblada y equipada Amplio salón muy luminoso y soleado  Baño completo con mampara y plato de ducha. Terraza. Cuenta con menaje  Recién pintado y muy limpio. Se trata de un 3 sin ascensor. Todos los servicios en la zona",False,False,Alcalá de Henares,unknown,nan,Other
352,11,750.0,flat,70.0,True,2,1,12614,10.714285714285714,False,False,False,"Se vende piso zona centro joven, IDEAL PARA INVERSORES, de 70 m2, 2 Hab antes 3, cocina completa amueblada, salón, 1 cuarto de baño, muy luminoso, calefacción de gas natural, aire acondicionado,  buen estado.  Cabe destacar que el piso tiene plaza de garaje OPCIONAL no incluida en el precio, situada a escasos metros, rodeado de parques y jardines.  Con todos los servicios básicos muy próximos, autobuses, parada de Metro, comercios, colegios, institutos, farmacias,  FINANCIACION 100% Disponemos de un departamento financiero con infinidad de soluciones! ¡Ven a verlo sin compromiso! Nos avalan años de experiencia en el sector, siendo M&L una empresa dando un trato personalizado a nuestros clientes. ¡Estamos para encontrar la casa de tu vida!",False,False,Alcorcón,4.0,4,Other
354,15,700.0,flat,36.0,True,2,1,9525,19.444444444444443,False,False,False,"COQUETO PISO DE 36 M2, CON 2 DORMITORIOS Y UN BAÑO, TOTALMENTE REFORMADO A ESTRENAR, EN PLENO CENTRO DE POZUELO PUEBLO, A ESCASOS METROS DE LA PLAZA DEL PADRE VALLET Y EL AYUNTAMIENTO.  Luminoso apartamento, ideal para 1 o 2 personas, distribuido en Salón, 2 dormitorios, 1 baño con ducha, mueble organizador y lavadora a estrenar.  Cocina con Frigorífico y Vitrocerámica a estrenar.  El sistema de calefacción es eléctrico por Split con bomba de calor (Aire caliente/frio). CALIDADES * Suelo de Tarima * Pintura gotelé blanca * Puertas lacadas en blanco * Ventanas Climalit CONDICIONES DE ALQUILER - Duración mínima de 1 año.  - Solvencia económica demostrable. Obligatorio contrato laboral. - MES DE FIANZA. - MES EN CURSO - 1 MENSUALIDAD DE AGENCIA + IVA. Ubicado en el corazón de Pozuelo de Alarcón, en sus alrededores nos encontramos con el Ayuntamiento, supermercados, bancos, farmacias, oficinas de correos, tiendas de todo tipo, centros deportivos, parques como el de Fuente de la Salud, Colegio Público Divino Maestro o el Colegio San Luis de los Franceses.  En cuanto a centros sanitarios, tenemos muy cerca el Centro de Salud San Juan de la Cruz y la Policía Municipal en la misma calle. Con muy fácil acceso a M-503 y cerca M-40.",False,False,Pozuelo de Alarcón,3.0,3.0,Other
355,13,695.0,flat,58.0,False,1,1,5659,11.982758620689657,True,True,True,"PROMOCIÓN SEPTIEMBRE: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de Septiembre. Y además, ¡sin comisiones de agencia! Vivienda de 1 dormitorio situado en primera planta de un edificio de seis alturas sobre rasante, construido en 1997 y en perfecto estado de conservación, con ascensor, portero automático y ubicada en el barrio de Carabanchel, en Madrid capital, provincia de Madrid. La vivienda consta de unos 58 m² construidos aproximadamente, totalmente exterior, distribuida en salón-comedor, cocina independiente muy luminosa con muebles altos, bajos y semi-equipada (dispone de horno, placa vitrocerámica y campana extractora) dormitorio con armario empotrado y baño completo con bañera. Dispone de suelos de parque en todas las estancias, excepto baño y cocina con suelos en cerámica, cerramientos de aluminio. La vivienda dispone de termo para agua caliente. Esta propiedad se localiza en una zona consolidada con todo tipo de servicios y comercios. Hospital Gómez Ulla a escasos 5 minutos, colegios y grandes zonas verdes. Está además bien comunicada con diversas líneas de transporte público: 47, 108, 118 y N16 de autobús y parada de San Francisco de metro (Linea 11). *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",True,False,Madrid,1.0,1.0,Madrid
356,28,710.0,flat,66.0,True,1,1,25013,10.757575757575758,False,False,False,"Si reservas durante estos días y firmas en el mes de septiembre, te puedes beneficiar de: “EL PRIMER MES DE ALQUILER Y ALTA DE SUMINITROS GRATIS Al precio del alquiler hay que sumarle el importe del seguro de rentas. *Fotografías vivienda tipo* Vivienda en SEGUNDA planta de 1 dormitorio, 1 baño completos, cocina completamente equipada e independiente, amplio salón y amplios armarios de almacenaje en toda la vivienda. Cocina completamente equipada incluyendo electrodomésticos: frigorífico, lavadora y lavavajillas. Calefacción individual por gas natural. Armarios empotrados vestidos tanto en pasillo recibidor como dormitorios. Incluye plaza de garaje y trastero Tres primeros años bonificados de comunidad e ibi. Zonas Comunes: sin barreras arquitectónicas y conserje. UBICACIÓN Y ENTORNO: Situada a tan solo 22 Km de la Capital. Comunicado por carretera A-3. (En menos de 2 minutos) A 800 metros de la estación de Metro de Arganda (Línea 9). Líneas de autobuses urbanos e interurbanos. A 30 minutos del aeropuerto de Barajas. Entorno con servicios cercanos como: Colegios públicos y concertados (En la misma zona residencial como, por ejemplo: Colegio Virgen de la Soledad) Supermercados a escasos 300 metros de la puerta de la urbanización (Mercadona y Supeco), Hospital de Arganda (A menos de 500metros) Zonas verdes, parques infantiles y grandes avenidas en toda la zona residencial. REQUISITOS: Aportación de la documentación necesaria para acreditar ratio de solvencia. 1 mes de fianza A la firma de contrato se solicitará seguro de vivienda (contenido) y seguro de rentas (3,70% = 26,27 €/mes). Altas de agua, luz y gas por cuenta de Témpore. Seguro de rentas y de hogar no incluido en el precio. Ventajas de ser un inquilino Tempore: Nuestra gran oferta se adapta a sus necesidades. Pregúntenos. No sólo va a disfrutar de su casa, sino también de la finca en la que vive. Cuidamos nuestras Promociones. Ante cualquier incidencia, No se encontrará solo, cuenta con un Equipo de profesionales a su servicio y más ventajas que irá conociendo. ¿TODAVÍA SE LO ESTÁ PENSANDO? ÚNASE A LA FAMILIA TEMPORE.",True,True,Arganda,2.0,2.0,Other
358,23,620.0,flat,80.0,True,2,1,49280,7.75,False,False,False,"REF5100. PLAZA DE GARAJE INCLUIDA. Piso exterior de 80m2. Dos dormitorios. Armario empotrado en habitación principal. Cocina amueblada y equipada. Calefacción por estufa de pelet por conductos. Suelo de tarima. SEMI AMUEBLADO. Se admiten animales. ESTUPENDA UBICACIÓN junto a la Sierra de Madrid, junto a La Cabrera.  CONDICIONES: Nuestras condiciones son: 1 mes de fianza, 1 mes de depósito de garantías, 1 mes de honorarios y el mes corriente. Tanto la fianza como las garantías se devuelven a la finalización del contrato. Pedimos contrato de trabajo y nóminas. INT.",False,True,Bustarviejo,2.0,2.0,Other
361,22,700.0,flat,80.0,True,3,1,40907,8.75,False,False,False,"Home Consulting, inmobiliaria independiente líder de la sierra de Madrid, situada en Collado Mediano, pone en alquiler, confortable piso en urbanización con zonas ajardinadas y 2 piscinas. Tiene el pueblo y todos los servicios a 5 minutos andando, así como la estación de tren y la parada de autobús que te lleva a Madrid. El piso tiene orientación Sur-Suroeste, está totalmente reformado, tiene la puerta blindada y cierre en la terraza, tiene chimenea, tiene gres en el suelo, ventanas de Aluminio dobles, tiene un baño completo y cocina con terraza acristalada, así como cañerías, fontanería, electricidad y calefacción, armarios empotrados, chimenea, 2 terrazas, 3 habitaciones y aparcamiento comunitario. ¡Excelente oportunidad, en precio de mercado! Le ayudamos a buscar la financiación que mejor se ajuste a sus necesidades. PONGA A LA VENTA O EN ALQUILER SU VIVIENDA EN LAS MEJORES MANOS. Home Consulting somos una consultora inmobiliaria que abrió hace más de 20 años y hemos aguantado, gracias a nuestro saber hacer, duro trabajo, profesionalidad y adaptación a las nuevas tecnologías las crisis que se han ido dando en el sector inmobiliario, en los que nos hemos convertido en la inmobiliaria de referencia en la sierra noroeste de Madrid, los resultados nos avalan con crecimiento continuo los últimos 5 años. Este volumen de ventas se debe en gran medida a que acumulamos una cartera de potenciales compradores, lo que permite que muchos de nuestros clientes vendan su casa en tiempo récord. Esto, sumado a nuestro profundo conocimiento del mercado inmobiliario de la sierra y al plan de marketing más ambicioso para que nuestros clientes propietarios puedan destacarse del resto de la oferta disponible, es la base de nuestro éxito.",False,True,Collado Mediano,1.0,1.0,Other
362,47,715.0,flat,89.0,True,3,1,39316,8.03370786516854,False,False,False,"REF 5101. Bajo reformado de 89m2, consta de 2 habitaciones + posibilidad de 1 tercera dada la distribución de la vivienda, 1 baño, 1 aseo, salón, recibidor y cocina amueblada y equipada. Amueblado. Aire acondicionado por conductos en toda la vivienda. Calefacción individual de gas natural. Suelos de gres. Planta baja muy luminosa con grandes ventanales. Mosquiteras en toda la vivienda. Gran capacidad de almacenamiento. Finca con mucho encanto, simulando la plaza mayor de Chinchón. CONDICIONES: Nuestras condiciones son: 1 mes de fianza, 1 mes de depósito de garantías, 1 mes de honorarios y el mes corriente. Tanto la fianza como las garantías se devuelven a la finalización del contrato. Pedimos contrato de trabajo y nóminas. PRE.",False,False,Chinchón,0.0,0.0,Other
364,21,750.0,flat,50.0,True,1,1,11203,15.0,False,False,False,"Apartamento de 1 dormitorio, casi a estrenar. Urbanización cerrada con Piscina en el Ensanche de Vallecas. Exteriores, muy luminosos, excepcionales calidades, aire acondicionado, agua caliente-energía solar, piscina, garaje, conserje. Posibilidad de trastero. Metro prácticamente en la puerta de la urbanización, estación de Valdecarros. Colegios, zonas verdes, comercios y todos los servicios, muy próximo a Centro Comercial La Gavia, rápido acceso a la A-3.",True,True,Madrid,1.0,1.0,Madrid
365,11,750.0,flat,45.0,True,1,1,8426,16.666666666666668,True,False,False,"Piso de un dormitorio, un baño, cocina amueblada equipada con vitrocerámica y campana extractora. Armario empotrado, ascensor, terraza. Plaza garaje incluida en precio.  SIN COMISIONES DE NINGÚN TIPO, DIRECTO PROPIEDAD La vivienda se encuentra en un tranquilo edificio con conserje, junto al metro de Parque de Santamaría (línea 4). La zona es muy agradable y dispone de varios supermercados, comercio de proximidad y múltiples zonas verdes. El distrito de Hortaleza está estructurado en seis barrios, uno de ellos, Pinar del Rey, es donde se ubica el casco histórico del Pueblo de Hortaleza. En el ámbito educativo, dispone de 15 centros públicos de Educación Primaria, 12 colegios concertados, siete privados, siete institutos públicos, cuatro centros de Educación Especial y tres centros de Educación para Adultos. Para la práctica deportiva, el distrito cuenta con los centros deportivos municipales Hortaleza y Luis Aragonés y el complejo Los Prunos, además de las instalaciones deportivas básicas al aire libre, repartidas por todos los barrios.",True,True,Madrid,2.0,2.0,Madrid
368,20,550.0,studio,25.0,False,0,1,4650,22.0,False,False,False,"ViviendaNorteMadrid alquila estudio interior muy luminoso. Consta de salón totalmente amueblado con sofá cama, cocina americana totalmente equipada y baño. En una zona comercial, a dos minutos de Bravo Murillo y a menos de un minuto de Lope de Haro proporcionando todo tipo de servicios, numerosas tiendas, cafeterías, supermercados, farmacia.. . como vía transporte, al lado de metro Estrecho, Tetuán y de numerosas líneas de autobús. Requisitos para adquirir el inmueble Contrato de trabajo indefinido Las tres ultimas nominas  Documento de identidad Nomina de 1400€. Disponible para 1 de Octubre. Especial para una persona. No dudes en llamarnos, se priorizara las llamadas!",False,False,Madrid,0.0,0.0,Madrid
370,22,730.0,flat,60.0,True,1,1,27803,12.166666666666666,False,False,False,"REDPISO alquila vivienda cercana a todos los servicios indispensables, vivienda de un dormitorio, un baño completo con plato de ducha y ventana, salón con cocina americana completa de lavadora-secadora, nevera, horno, vitrocerámica y campana. Calidades como ventanas PVC climalit oscilobatientes, suelos radiantes de frio y calor, calefacción de aerotermia... NO PIERDA ESTA OPORTUNIDAD.",False,False,Colmenar Viejo,unknown,nan,Other
